athlete_id,sport,age,gender,training_years,vo2_max,hrv,lactate_threshold,stride_length,cadence,force_application,performance_score,adaptability_score,skiing_potential
A1178,running,23,M,1,68.2,96.2,71.1,1.48,194,274.0,9.64,5.02,95.5
A1179,rowing,20,M,3,62.7,96.0,75.9,1.21,164,279.4,9.19,9.41,61.8
A1180,rowing,32,M,5,53.2,64.1,75.9,1.17,166,222.2,7.07,5.58,71.0
A1181,running,22,F,6,68.8,65.7,72.4,1.27,164,247.9,7.94,7.92,67.2
A1182,rowing,31,M,14,52.5,94.5,78.1,0.85,154,232.9,7.39,9.77,88.4
A1183,cycling,35,F,1,71.0,76.0,75.7,1.37,171,231.8,7.46,7.56,88.6
A1184,rowing,33,M,14,73.3,66.8,70.5,1.25,195,201.8,7.87,5.7,81.4
A1185,rowing,23,F,14,58.1,80.4,87.7,0.92,160,358.8,7.22,6.97,60.2
A1186,cycling,31,F,9,73.2,76.7,87.7,1.24,177,293.6,7.73,8.12,95.0
A1187,cycling,25,M,14,69.8,68.8,74.2,1.22,163,360.8,9.87,8.81,98.2
A1188,running,24,M,3,73.1,88.8,73.3,0.85,188,322.5,7.94,8.03,68.1
A1189,running,25,F,10,66.7,85.3,80.9,0.99,152,366.3,7.48,5.17,93.7
A1190,cycling,30,F,13,55.9,64.0,82.6,1.07,191,300.8,9.15,5.72,98.9
A1191,cycling,23,M,3,72.4,97.0,89.2,0.97,160,218.8,9.49,6.86,73.1
A1192,running,35,M,11,54.6,82.3,77.5,0.97,179,323.4,7.94,8.53,67.4
A1193,rowing,19,F,2,55.3,70.0,82.4,1.2,187,335.6,7.84,7.92,99.1
A1194,cycling,25,M,8,56.8,68.3,87.6,1.13,154,325.3,7.73,5.22,62.4
A1195,running,28,F,15,57.6,65.4,79.0,1.27,171,360.3,8.18,8.98,71.0
A1196,rowing,18,M,13,62.9,77.0,72.4,1.47,162,346.3,7.26,8.03,89.7
A1197,cycling,23,M,3,67.8,65.4,77.5,1.26,193,286.5,9.01,9.44,84.7
A1198,rowing,33,M,6,73.2,76.6,72.7,1.21,200,363.8,9.47,7.09,87.4
A1199,running,29,F,2,52.2,66.0,70.3,1.39,200,338.4,8.99,7.45,88.3
A1200,cycling,28,M,7,73.9,86.3,85.0,1.24,170,224.1,8.26,7.03,87.4
A1201,rowing,27,F,13,73.0,91.4,74.8,0.92,186,308.0,7.87,8.61,73.7
A1202,cycling,20,M,4,51.3,82.0,70.0,1.02,174,345.7,8.23,8.76,72.5
A1203,rowing,30,F,9,59.0,87.2,87.4,1.31,170,310.7,8.27,8.62,77.1
A1204,running,20,F,14,70.3,97.5,78.9,1.32,177,389.8,9.0,6.46,92.3
A1205,running,32,M,10,65.3,85.5,74.8,1.49,190,220.3,9.78,8.18,97.5
A1206,cycling,33,F,9,69.5,74.6,75.3,1.24,153,344.5,7.21,6.69,78.2
A1207,rowing,30,F,7,68.0,78.0,74.8,1.43,178,364.9,9.86,9.17,63.4
A1208,cycling,34,F,15,62.4,94.4,73.9,0.84,196,340.5,9.73,5.28,97.5
A1209,cycling,20,F,12,51.0,65.2,86.8,1.2,184,277.1,7.35,5.19,63.2
A1210,rowing,28,M,8,64.6,73.0,73.4,1.44,172,277.1,7.55,5.51,66.4
A1211,rowing,28,M,3,51.2,83.1,81.2,1.0,156,317.3,7.93,6.01,94.7
A1212,rowing,33,M,11,65.1,87.1,71.5,0.91,195,279.4,8.68,5.19,82.1
A1213,running,20,F,5,70.0,90.5,89.0,1.05,195,376.6,7.4,5.36,74.1
A1214,cycling,23,F,2,64.6,72.7,82.1,1.35,158,222.0,7.6,6.53,97.2
A1215,cycling,31,M,10,74.9,65.8,88.1,0.86,172,327.8,9.71,5.5,98.4
A1216,running,35,M,7,61.4,98.2,78.0,1.22,152,226.8,7.33,9.01,73.2
A1217,rowing,34,F,13,68.7,63.1,86.2,0.89,158,308.0,8.2,5.27,94.7
A1218,running,21,M,8,66.7,63.8,87.1,1.1,153,343.1,9.29,9.54,87.1
A1219,running,32,M,9,74.8,79.8,84.1,1.48,198,233.1,9.67,9.35,71.0
A1220,running,28,F,11,67.8,92.8,71.9,0.94,174,340.8,8.01,6.04,97.7
A1221,cycling,20,M,11,54.1,91.0,70.3,0.82,155,228.0,7.49,5.36,62.5
A1222,running,20,F,7,73.9,97.5,73.4,1.1,197,324.1,9.21,5.53,72.7
A1223,cycling,33,M,10,66.7,65.7,72.4,1.2,167,301.1,9.32,7.8,75.9
A1224,cycling,22,F,15,51.5,75.0,84.5,1.01,194,259.6,9.94,8.0,87.6
A1225,cycling,27,F,10,66.4,71.3,81.1,1.18,156,222.3,7.42,6.58,61.5
A1226,rowing,21,F,13,72.1,94.4,80.5,1.47,184,347.2,9.13,6.48,95.6
A1227,cycling,28,F,8,64.4,79.5,75.1,1.02,180,276.4,8.25,7.66,86.4
A1228,cycling,19,F,12,58.9,61.1,73.1,1.02,187,217.3,9.74,6.53,71.0
A1229,rowing,27,M,9,70.5,88.3,74.1,1.14,181,354.6,8.22,9.67,86.3
A1230,cycling,28,M,6,69.6,75.5,78.0,1.16,184,246.6,8.34,6.91,81.5
A1231,running,33,M,12,63.6,81.2,84.8,0.8,177,347.3,7.38,6.1,73.5
A1232,running,28,F,12,53.9,95.8,75.1,1.23,193,313.0,7.96,5.73,61.1
A1233,cycling,31,M,10,56.3,70.3,84.0,1.5,154,238.9,8.2,8.16,82.0
A1234,rowing,19,F,2,68.5,69.6,79.8,1.0,179,215.3,7.05,6.63,63.3
A1235,running,22,F,2,70.2,70.5,87.7,1.24,171,318.6,8.31,5.94,92.4
A1236,rowing,22,M,4,57.0,73.5,74.7,0.8,166,205.0,8.01,6.38,63.5
A1237,rowing,29,F,15,59.2,64.3,79.0,1.22,159,213.1,9.41,6.54,77.1
A1238,running,35,M,9,51.9,87.9,71.9,1.11,156,340.4,7.32,8.13,77.4
A1239,rowing,21,F,7,67.8,68.3,76.7,1.17,153,307.8,9.28,5.87,82.2
A1240,running,34,F,2,50.1,97.0,80.1,1.18,191,265.3,9.14,8.66,61.6
A1241,rowing,27,M,8,51.2,68.6,84.7,0.92,176,307.8,7.73,6.52,68.2
A1242,running,23,F,11,50.1,70.2,74.0,1.34,156,318.3,7.25,7.44,68.0
A1243,cycling,31,M,7,66.1,71.9,74.4,1.19,172,313.1,9.53,8.27,84.0
A1244,running,28,F,9,60.4,90.7,82.6,0.99,160,328.5,7.75,7.72,70.5
A1245,running,28,M,8,57.4,77.1,77.6,1.46,157,388.1,7.44,8.31,65.8
A1246,running,35,F,3,72.8,92.8,79.6,0.81,157,277.8,8.08,6.61,60.7
A1247,running,35,M,1,54.8,91.4,86.7,1.31,186,260.2,8.2,9.82,93.6
A1248,rowing,28,M,2,59.7,97.2,80.0,1.07,154,207.7,7.98,7.29,98.9
A1249,cycling,29,F,15,73.5,90.3,83.0,1.17,156,229.4,9.93,6.61,88.1
A1250,running,22,M,14,60.7,62.1,83.1,1.0,171,221.2,9.64,6.48,76.5
A1251,rowing,26,F,13,63.9,93.5,86.1,1.02,185,267.1,9.62,5.21,64.9
A1252,cycling,26,F,2,52.0,97.5,82.8,0.81,151,322.0,8.2,8.42,79.0
A1253,cycling,27,M,4,69.8,99.7,71.3,1.31,173,209.3,9.89,6.31,78.3
A1254,cycling,18,M,6,60.6,65.0,76.8,1.3,200,345.5,9.05,9.79,76.8
A1255,cycling,24,M,4,70.0,84.5,89.8,1.26,151,279.5,9.5,6.05,75.1
A1256,running,21,M,9,56.3,68.0,73.9,1.41,197,392.7,8.5,7.65,79.9
A1257,running,18,M,4,60.6,70.5,81.7,1.43,161,313.7,7.48,8.68,62.9
A1258,rowing,32,F,6,69.7,89.8,86.9,1.19,196,354.3,9.66,9.35,61.5
A1259,rowing,25,M,6,74.3,99.1,81.7,1.28,191,372.2,8.46,5.78,62.6
A1260,rowing,29,F,10,51.5,83.8,77.4,0.81,175,377.8,9.91,9.93,68.0
A1261,cycling,35,M,11,70.3,94.0,71.6,1.39,187,303.7,7.76,9.53,71.1
A1262,cycling,32,M,10,57.5,60.4,77.2,1.37,194,279.3,9.98,9.81,66.8
A1263,running,34,M,1,63.8,61.5,73.6,0.81,155,312.1,7.67,9.26,70.1
A1264,cycling,31,F,8,57.3,83.9,89.2,1.18,172,280.4,8.1,9.39,67.4
A1265,cycling,31,M,12,65.3,75.6,84.3,1.43,151,248.1,8.78,7.99,66.0
A1266,cycling,35,F,3,58.8,95.6,85.0,0.93,175,264.8,9.08,9.23,71.7
A1267,rowing,35,F,15,58.3,72.1,78.7,1.05,163,246.6,9.16,7.67,75.9
A1268,rowing,33,F,13,50.9,77.3,72.2,1.03,167,253.9,8.43,7.69,89.8
A1269,running,18,M,6,53.7,81.1,75.3,1.05,187,218.7,7.23,7.81,98.2
A1270,cycling,28,F,3,72.9,70.9,75.2,0.83,181,285.3,8.49,9.98,96.8
A1271,cycling,32,M,15,75.0,96.3,79.7,1.0,200,247.1,8.0,5.52,79.0
A1272,running,29,F,11,69.5,78.6,79.2,1.01,163,289.7,8.97,9.03,78.5
A1273,cycling,25,M,2,57.2,77.0,78.7,1.41,179,358.4,7.55,6.37,65.0
A1274,cycling,23,F,15,60.1,94.0,79.9,1.05,162,289.7,8.18,6.81,98.9
A1275,rowing,20,M,5,68.5,72.5,89.7,1.11,189,390.9,9.9,5.4,90.4
A1276,running,30,M,14,74.2,92.7,76.0,1.07,180,229.6,7.27,6.76,93.9
A1277,running,30,M,1,61.4,64.9,82.3,0.88,186,370.1,8.81,9.95,69.4
A1278,running,19,F,9,70.7,67.3,74.8,1.49,194,249.7,7.27,6.99,76.0
A1279,running,22,F,11,74.4,98.0,79.3,1.38,187,386.8,7.47,8.35,64.1
A1280,rowing,34,M,7,71.8,93.7,74.0,1.18,171,245.4,8.81,5.6,97.6
A1281,rowing,23,F,3,55.7,75.5,81.2,1.13,177,349.4,8.33,9.61,71.4
A1282,cycling,19,F,4,50.2,85.5,75.3,1.25,168,212.4,8.65,9.14,83.8
A1283,cycling,21,F,13,62.3,97.7,70.7,1.03,192,326.0,9.64,6.93,66.1
A1284,cycling,28,F,6,63.3,68.5,86.3,0.84,165,243.7,9.45,6.74,92.1
A1285,cycling,25,F,3,55.0,62.4,72.6,1.08,154,334.0,9.66,7.16,67.5
A1286,rowing,29,F,12,57.1,81.5,77.4,1.49,193,327.2,8.85,7.01,92.4
A1287,running,25,F,7,69.1,65.7,79.5,0.93,198,384.7,8.47,6.29,76.1
A1288,rowing,28,M,13,61.8,67.5,78.6,1.17,151,325.3,8.38,9.95,83.1
A1289,cycling,25,M,6,57.9,95.7,84.5,0.81,159,281.6,9.22,9.05,70.8
A1290,rowing,25,F,9,65.6,60.3,81.9,0.89,196,238.7,8.56,6.34,95.3
A1291,running,34,M,12,66.3,92.7,75.9,1.21,168,331.5,7.32,9.91,90.4
A1292,running,33,M,15,69.2,80.7,71.0,1.01,169,223.3,7.43,5.08,74.2
A1293,rowing,31,M,5,53.9,82.4,85.4,1.43,178,365.7,8.07,7.19,83.4
A1294,rowing,28,F,4,68.5,86.9,77.1,1.08,174,249.5,7.2,7.85,65.2
A1295,rowing,24,F,3,65.0,77.3,87.8,0.95,166,304.8,7.72,5.19,66.4
A1296,cycling,33,F,10,51.4,64.6,77.9,1.18,200,319.2,8.97,5.81,81.3
A1297,rowing,30,F,1,69.4,64.1,84.4,1.36,200,272.5,7.04,6.29,85.6
A1298,rowing,32,F,3,59.6,90.2,88.8,0.81,162,332.8,8.81,8.6,82.3
A1299,rowing,33,M,3,58.3,68.8,83.0,1.15,194,250.0,9.32,9.7,82.4
A1300,running,26,F,7,61.2,61.1,78.3,1.34,165,206.9,7.51,8.12,89.7
A1301,running,20,M,7,58.7,99.2,81.3,0.87,184,391.9,7.54,7.81,96.1
A1302,cycling,22,F,13,58.5,99.2,80.9,1.43,185,264.0,7.09,7.68,75.5
A1303,cycling,27,M,15,70.2,75.1,81.7,0.99,188,342.7,8.54,6.75,81.5
A1304,running,34,F,12,53.1,61.0,72.9,0.92,152,301.5,8.96,9.14,95.7
A1305,running,32,F,1,74.3,89.1,84.0,1.21,158,333.8,8.37,7.7,78.6
A1306,running,25,F,3,63.9,93.2,72.9,0.92,189,222.2,8.17,6.15,77.8
A1307,rowing,32,F,13,54.6,65.0,70.3,1.28,199,303.8,8.36,5.68,90.7
A1308,rowing,31,F,8,53.3,65.4,82.5,1.14,195,278.4,9.34,9.93,95.1
A1309,running,24,F,9,64.8,92.9,72.3,0.88,178,290.4,7.1,5.09,89.5
A1310,rowing,29,M,7,65.8,96.9,85.4,1.44,154,393.2,9.35,9.67,64.0
A1311,rowing,34,F,7,51.3,91.6,87.3,1.27,152,227.3,9.0,6.09,78.6
A1312,cycling,34,M,12,56.1,68.0,88.9,1.18,159,350.9,7.72,8.29,68.5
A1313,running,27,F,15,69.9,76.5,83.3,1.06,180,266.1,8.57,6.51,72.7
A1314,running,31,M,11,51.2,84.0,79.6,0.89,160,258.1,7.15,9.3,78.8
A1315,rowing,28,M,8,71.4,66.4,77.0,1.3,166,254.2,8.14,7.72,68.9
A1316,running,19,M,6,66.5,68.4,79.8,1.37,189,269.8,7.52,5.71,80.6
A1317,cycling,35,M,11,60.9,71.3,73.8,0.89,190,271.4,7.07,6.35,85.7
A1318,cycling,24,M,3,58.7,80.4,77.0,1.15,157,254.1,8.07,6.6,95.0
A1319,cycling,29,M,15,50.5,80.4,84.4,1.14,151,333.5,9.18,9.43,68.5
A1320,running,19,F,1,70.6,92.6,74.3,1.04,153,209.5,9.76,8.83,72.4
A1321,running,35,M,7,53.6,90.1,75.3,1.35,165,266.5,8.99,9.15,76.2
A1322,running,23,F,1,57.7,96.5,85.0,0.87,190,256.0,8.21,5.26,69.0
A1323,running,27,F,1,64.2,93.3,73.6,0.94,190,350.3,10.0,7.89,73.3
A1324,running,32,M,9,56.1,70.2,74.9,0.8,170,229.3,7.85,10.0,95.3
A1325,cycling,22,M,13,62.4,73.3,70.4,1.06,154,388.1,7.56,8.93,65.5
A1326,rowing,20,F,10,70.2,80.0,84.4,1.0,184,234.1,8.39,5.6,77.7
A1327,cycling,22,M,7,61.8,60.6,82.4,1.41,163,274.0,8.51,8.39,72.4
A1328,running,25,M,13,73.7,96.2,83.9,1.32,164,239.9,8.06,8.73,63.1
A1329,cycling,25,M,11,71.2,61.8,74.3,0.86,155,257.3,9.09,7.57,63.8
A1330,running,25,M,13,58.3,72.9,83.7,1.32,165,352.2,7.55,5.39,91.4
A1331,running,29,M,4,60.0,82.8,81.9,1.27,172,295.3,8.53,5.17,94.1
A1332,cycling,25,M,6,60.6,80.7,77.3,1.0,180,232.5,8.5,9.69,89.7
A1333,running,28,M,1,65.7,86.2,78.8,0.81,191,209.3,9.47,6.29,81.6
A1334,rowing,31,F,7,57.2,81.1,81.4,0.88,195,246.0,9.78,6.89,90.9
A1335,running,25,M,12,74.2,69.2,79.9,0.97,161,389.1,8.99,8.98,66.1
A1336,rowing,27,F,15,65.2,68.0,82.8,1.37,190,369.1,7.92,8.45,91.2
A1337,rowing,24,F,6,60.0,96.3,73.6,1.13,168,288.0,9.07,9.84,76.9
A1338,running,34,F,4,66.1,70.6,80.8,1.44,161,296.4,7.75,5.46,90.0
A1339,cycling,21,F,7,59.9,71.2,79.0,1.35,194,379.9,9.9,8.53,69.1
A1340,rowing,30,M,3,70.4,76.5,79.2,1.0,162,318.3,9.47,5.41,93.3
A1341,cycling,21,F,1,64.2,65.6,79.4,1.39,198,376.2,8.29,5.0,82.7
A1342,rowing,22,F,4,51.0,80.3,87.6,0.88,151,298.4,9.35,5.6,60.3
A1343,running,21,F,3,54.4,86.6,86.4,0.83,169,240.0,8.23,8.08,80.8
A1344,running,35,F,1,71.6,91.4,82.6,1.23,180,345.2,7.22,8.38,72.4
A1345,rowing,23,F,2,64.1,88.5,84.3,1.04,158,305.3,9.12,7.19,62.3
A1346,running,19,M,11,73.8,65.9,70.9,1.03,170,333.7,8.21,5.23,77.9
A1347,rowing,28,M,5,51.8,78.2,84.9,1.28,157,231.4,9.79,8.17,72.5
A1348,running,31,F,15,57.4,61.5,79.7,1.4,188,329.5,7.92,5.43,68.2
A1349,cycling,22,M,8,54.8,60.7,76.4,1.03,186,276.5,9.53,5.71,74.0
A1350,running,23,M,1,63.8,77.6,72.8,1.03,178,266.4,9.04,7.56,67.2
A1351,cycling,27,F,4,59.6,70.1,71.5,1.17,168,334.3,9.56,6.7,72.0
A1352,running,25,F,14,53.9,87.3,70.9,1.26,184,318.4,7.88,7.32,64.6
A1353,cycling,31,F,4,66.1,89.0,73.2,0.94,194,329.8,8.38,8.18,63.4
A1354,running,20,M,5,63.4,95.8,70.6,1.44,187,393.1,9.47,5.8,96.4
A1355,cycling,29,F,7,56.9,90.4,84.7,1.26,175,340.2,8.93,9.47,96.1
A1356,rowing,33,M,13,62.0,61.9,75.0,1.24,160,328.2,8.08,7.8,93.1
A1357,rowing,34,M,12,68.6,74.9,77.4,1.43,185,322.7,8.54,5.11,69.2
A1358,cycling,18,M,8,55.1,70.9,86.5,1.44,184,279.7,9.99,8.14,89.0
A1359,running,27,F,15,57.3,75.4,72.3,0.89,153,367.8,9.23,7.32,83.6
A1360,cycling,27,M,6,58.7,66.4,86.7,0.9,152,276.2,8.84,8.51,62.0
A1361,running,19,F,1,68.7,63.9,82.8,1.33,194,340.0,9.48,8.92,96.0
A1362,rowing,26,F,7,71.2,80.8,76.8,1.47,196,258.6,8.33,9.69,99.9
A1363,running,30,F,3,59.4,88.8,72.4,1.27,161,229.6,9.85,9.99,88.3
A1364,rowing,33,F,15,57.4,88.1,71.8,1.09,181,226.0,8.66,7.75,69.3
A1365,running,35,F,13,72.2,78.0,76.7,1.28,196,326.9,7.98,7.81,82.2
A1366,running,29,M,13,75.0,80.9,72.8,0.96,175,265.6,7.26,5.11,64.4
A1367,running,25,M,13,66.8,80.7,75.4,1.5,192,255.0,8.13,9.33,72.0
A1368,cycling,34,M,6,74.7,87.7,71.1,1.1,192,318.4,8.71,5.14,88.7
A1369,cycling,32,M,15,66.5,61.9,81.9,1.45,162,205.1,9.11,8.16,72.0
A1370,rowing,27,M,8,68.3,88.4,72.9,1.1,193,249.2,9.63,5.49,65.9
A1371,rowing,32,F,7,59.7,83.3,85.1,1.45,187,268.1,9.83,6.43,60.3
A1372,cycling,32,F,10,60.8,67.9,74.4,1.03,178,341.7,7.31,5.7,82.9
A1373,rowing,24,M,6,53.6,62.0,86.0,1.33,200,309.0,8.8,5.69,98.7
A1374,cycling,30,M,9,70.6,64.3,73.8,1.47,168,371.2,9.0,5.37,79.4
A1375,running,34,M,9,73.3,81.0,84.4,1.25,184,266.9,7.52,6.59,68.5
A1376,rowing,26,F,1,65.6,90.3,76.7,1.27,197,259.3,8.64,7.12,78.5
A1377,rowing,25,F,1,58.6,73.4,81.7,0.87,190,206.6,8.0,7.32,84.1
A1378,cycling,35,F,1,53.9,75.2,70.8,1.13,176,390.3,7.23,7.2,92.1
A1379,rowing,30,M,8,56.6,97.4,79.9,1.42,195,300.3,7.2,7.62,78.1
A1380,rowing,33,M,12,56.4,68.5,73.0,0.97,180,300.5,9.28,9.3,66.9
A1381,running,26,M,13,65.3,64.1,79.7,1.35,152,384.7,8.85,8.16,67.5
A1382,rowing,29,M,14,73.6,73.7,72.8,1.27,184,258.0,9.15,5.09,96.0
A1383,running,29,F,12,51.2,89.8,78.7,0.96,173,266.4,9.06,5.86,69.4
A1384,cycling,23,M,14,50.0,85.0,72.2,1.0,156,331.3,7.4,6.74,89.1
A1385,rowing,24,M,10,65.0,76.6,74.4,1.1,200,357.0,7.45,9.75,70.8
A1386,running,20,M,7,57.1,98.6,81.9,0.89,184,339.9,7.76,5.39,88.8
A1387,cycling,33,F,3,72.0,89.4,89.5,1.44,170,357.7,8.2,8.55,63.1
A1388,rowing,35,F,13,58.2,62.5,79.0,1.32,150,315.0,9.82,5.17,68.3
A1389,cycling,33,M,2,57.2,89.8,83.7,1.06,193,372.6,9.02,6.81,76.3
A1390,rowing,24,F,4,56.7,61.0,80.8,1.01,155,310.0,7.77,8.85,80.6
A1391,cycling,21,F,3,53.6,86.0,80.0,1.28,188,245.9,7.17,6.72,74.1
A1392,cycling,25,F,7,64.5,68.4,71.3,1.1,183,308.3,9.05,7.15,82.9
A1393,running,30,F,10,54.2,87.9,72.9,0.96,167,342.6,8.88,9.53,73.0
A1394,cycling,30,F,15,60.6,72.4,87.7,1.1,174,330.7,9.03,5.33,87.1
A1395,rowing,34,M,15,61.5,94.9,78.2,1.41,164,248.6,7.78,7.64,80.4
A1396,rowing,34,M,8,50.5,73.5,82.3,0.85,196,208.2,8.55,6.83,88.2
A1397,running,22,M,6,50.4,84.8,80.6,1.06,181,250.5,8.09,9.82,77.2
A1398,rowing,23,F,3,63.0,71.4,77.6,1.47,191,396.8,9.45,8.97,95.1
A1399,rowing,30,F,6,67.4,96.7,77.8,0.81,198,236.9,7.21,5.61,75.3
A1400,rowing,31,F,15,73.6,91.2,81.1,1.42,199,292.9,7.83,9.64,72.3
A1401,cycling,21,F,2,54.5,69.7,72.8,1.06,167,327.7,8.81,6.06,82.3
A1402,cycling,24,M,15,52.6,98.0,77.7,0.93,180,375.9,7.62,5.42,80.4
A1403,rowing,25,M,12,51.3,74.3,78.9,0.81,178,352.1,9.02,7.71,80.7
A1404,running,30,M,7,60.9,86.1,89.7,0.85,164,381.8,7.41,8.68,91.8
A1405,cycling,23,M,14,65.6,89.7,77.0,0.92,172,320.9,7.07,8.58,83.5
A1406,running,23,M,11,71.0,60.9,82.9,0.82,187,373.1,9.59,7.67,95.4
A1407,rowing,20,M,10,67.1,98.4,72.7,1.04,190,252.8,8.0,7.46,84.8
A1408,rowing,20,F,14,55.2,73.8,71.3,0.83,160,286.1,7.47,9.85,60.9
A1409,cycling,30,F,7,61.5,67.6,87.4,1.28,164,368.8,7.52,9.1,94.8
A1410,rowing,19,M,4,72.8,94.0,84.6,1.37,172,265.1,9.66,8.49,93.6
A1411,cycling,33,F,13,58.2,88.1,76.3,1.42,152,374.2,8.96,5.98,62.0
A1412,rowing,23,M,8,62.5,63.5,80.1,1.18,168,272.6,9.87,9.1,65.0
A1413,rowing,25,M,4,74.0,64.7,72.7,1.46,150,272.7,9.4,8.75,82.3
A1414,cycling,25,F,7,68.4,88.6,84.1,0.8,173,261.8,9.3,9.96,61.7
A1415,cycling,23,M,4,68.7,63.0,71.4,0.89,198,309.4,8.5,5.66,76.4
A1416,cycling,31,M,13,56.3,96.7,85.1,1.01,160,225.8,9.46,8.58,99.0
A1417,rowing,20,M,12,60.4,89.7,80.9,1.35,179,207.3,8.24,9.9,66.9
A1418,rowing,27,F,5,52.1,73.4,75.6,1.42,199,379.5,9.48,7.31,68.2
A1419,running,20,F,7,65.2,74.5,87.3,1.23,160,385.8,9.27,8.67,87.1
A1420,cycling,29,F,13,52.6,80.3,89.7,1.07,188,215.2,9.04,9.88,61.8
A1421,rowing,34,F,14,70.9,74.4,75.1,1.27,150,309.9,7.99,7.74,92.8
A1422,rowing,22,M,14,70.4,91.3,86.1,0.93,161,307.9,8.89,8.5,68.0
A1423,cycling,26,F,13,63.3,99.0,85.0,1.12,153,274.5,8.52,5.1,81.3
A1424,running,24,F,10,53.5,83.4,84.9,1.16,174,313.8,8.38,7.6,70.0
A1425,cycling,21,F,3,50.6,77.8,89.1,0.87,157,291.6,9.97,6.28,86.4
A1426,running,30,M,10,69.9,68.9,79.7,0.82,164,297.9,8.51,5.66,83.5
A1427,rowing,30,F,5,65.0,86.1,83.5,1.33,192,351.1,7.1,8.54,97.9
A1428,running,27,F,11,67.8,87.4,86.5,1.17,179,305.2,8.88,5.2,77.8
A1429,rowing,35,M,14,57.6,87.4,79.6,1.03,189,264.7,9.18,9.52,95.0
A1430,cycling,34,M,3,62.7,61.1,79.6,1.11,181,316.3,9.66,7.59,83.0
A1431,cycling,30,M,5,68.7,96.0,76.4,1.47,193,328.2,8.9,8.24,96.6
A1432,cycling,34,M,14,61.6,73.5,85.6,1.07,184,332.5,7.06,6.27,71.7
A1433,running,21,F,3,65.0,89.8,83.7,0.87,170,323.7,7.36,5.91,82.0
A1434,rowing,18,M,11,69.7,90.4,79.0,1.12,180,332.9,7.48,6.22,75.6
A1435,cycling,18,F,10,55.4,86.0,78.4,1.25,185,262.0,7.63,6.16,62.6
A1436,cycling,32,F,11,51.6,75.8,71.5,0.81,176,289.2,9.4,9.32,83.0
A1437,rowing,30,F,7,63.3,84.3,70.1,1.03,193,333.7,7.93,8.94,91.8
A1438,cycling,34,F,13,51.6,61.6,80.6,1.08,157,350.9,7.94,9.26,82.2
A1439,rowing,25,F,1,69.2,90.5,78.3,1.12,172,286.8,9.27,8.67,71.2
A1440,rowing,35,M,9,68.0,64.0,85.9,1.01,172,273.1,8.24,8.22,70.6
A1441,rowing,30,F,9,72.0,75.9,80.9,1.27,191,343.2,7.19,7.64,69.5
A1442,rowing,31,F,5,66.0,64.1,88.7,1.46,182,244.4,8.76,6.33,99.2
A1443,rowing,25,F,9,51.7,93.5,73.9,1.44,162,201.9,7.39,8.53,76.0
A1444,running,25,M,10,56.3,82.0,89.8,1.27,188,294.2,8.71,5.68,72.7
A1445,cycling,32,F,13,70.2,87.6,76.0,1.15,184,234.7,9.34,7.56,76.7
A1446,running,30,F,15,54.2,87.3,82.8,1.38,165,275.7,9.79,5.98,64.6
A1447,cycling,24,M,6,67.5,93.7,80.0,1.39,161,258.2,7.2,7.52,67.8
A1448,running,22,F,15,69.5,65.3,77.2,1.38,180,355.5,7.91,6.47,80.4
A1449,rowing,34,F,5,58.3,86.4,72.8,0.91,154,266.3,8.96,5.27,92.0
A1450,cycling,33,M,13,58.1,83.0,72.7,0.82,199,328.1,7.95,7.52,95.1
A1451,cycling,19,F,3,63.9,61.2,84.2,1.49,189,334.8,8.35,5.91,94.6
A1452,running,35,F,11,71.5,68.1,77.6,1.47,193,291.3,7.06,5.81,97.8
A1453,running,34,F,11,55.6,70.7,89.2,1.2,174,216.2,9.08,6.92,65.0
A1454,cycling,24,F,8,73.5,62.9,76.5,1.5,170,340.1,9.65,6.81,61.6
A1455,running,30,F,4,65.0,74.2,89.7,1.34,152,215.0,9.93,9.33,64.2
A1456,running,35,M,10,74.8,61.1,74.1,1.16,197,219.8,9.49,7.82,84.0
A1457,running,31,M,13,52.2,82.1,72.1,1.07,159,239.2,7.1,9.27,82.2
A1458,rowing,35,M,15,53.2,68.5,76.3,1.22,172,256.1,8.96,5.73,86.8
A1459,rowing,30,F,13,70.7,71.5,87.7,1.16,166,369.3,8.49,6.79,74.8
A1460,running,28,F,3,71.6,96.4,80.4,1.5,191,335.0,9.81,7.78,75.7
A1461,running,33,F,13,61.1,80.1,72.7,1.14,184,277.4,9.71,5.77,81.8
A1462,rowing,34,M,6,67.9,70.8,74.0,1.39,174,395.7,9.96,5.64,63.2
A1463,rowing,25,F,8,71.7,83.9,76.2,1.37,151,248.7,9.59,8.31,92.0
A1464,cycling,32,F,13,51.1,68.1,81.8,0.85,176,322.0,8.64,8.27,96.9
A1465,cycling,26,F,15,64.3,63.0,76.6,0.86,195,369.4,9.14,6.17,75.5
A1466,rowing,27,M,9,71.3,60.8,84.9,1.26,158,360.4,9.89,6.14,89.6
A1467,running,29,M,14,60.0,98.1,82.3,0.98,198,218.1,8.73,8.73,82.0
A1468,running,18,F,6,57.6,89.0,87.5,1.26,153,339.5,9.52,5.58,69.4
A1469,running,26,F,5,69.9,92.0,80.0,0.9,175,251.6,9.83,9.62,62.7
A1470,running,32,F,12,58.4,99.2,76.6,1.08,181,271.1,8.71,9.72,69.8
A1471,cycling,18,M,11,50.1,97.3,89.9,0.87,178,297.8,7.48,9.35,84.2
